# Catalog for all galaxies that matched between 3DHST and PEARS. 
# pears_id field redshift ra dec dn4000 dn4000_err d4000 d4000_err
76806 GOODS-S 0.920 53.186590 -27.797850 0.9857 0.0000 1.3266 0.0000
76863 GOODS-S 1.010 53.176200 -27.796140 1.2251 0.3157 1.4570 0.2777
76864 GOODS-S 0.840 53.134470 -27.797560 1.1419 0.0000 1.3397 0.0000
76889 GOODS-N 0.940 189.169600 62.251380 1.1223 0.0000 1.5204 0.1616
76917 GOODS-N 0.930 189.181500 62.251670 1.0901 0.2484 1.0620 0.1711
76924 GOODS-S 0.850 53.169950 -27.797290 1.2474 0.0000 2.1416 0.0000
76936 GOODS-N 0.690 189.166900 62.251510 1.2251 0.2602 1.4703 0.2833
77037 GOODS-N 0.840 189.167000 62.250720 1.3756 0.0000 1.4847 0.0000
77076 GOODS-N 0.730 189.193200 62.250840 1.0055 1.3821 1.0972 0.8957
77232 GOODS-N 0.900 189.180900 62.251320 0.7634 0.0000 1.5763 0.0000
77405 GOODS-S 0.580 53.147410 -27.796560 1.4285 0.0000 1.7728 0.0000
77522 GOODS-S 0.630 53.172520 -27.788090 1.2814 0.1433 1.5090 0.1203
77539 GOODS-S 0.690 53.155720 -27.795430 1.2165 0.0000 1.6429 0.0000
77570 GOODS-N 1.100 189.165000 62.251610 0.8240 0.0000 0.9369 0.8263
77579 GOODS-S 0.700 53.161250 -27.792870 0.8392 0.7492 1.4512 0.9545
77596 GOODS-N 0.710 189.187800 62.252720 0.8097 0.4317 1.1902 0.4257
77668 GOODS-S 0.720 53.136410 -27.795530 1.1927 0.0000 0.8962 0.0000
77819 GOODS-N 0.840 189.174700 62.252510 1.4087 0.0000 1.3687 0.6048
77821 GOODS-S 1.000 53.137620 -27.791910 1.1564 0.2376 1.3872 0.1853
77853 GOODS-S 0.660 53.166230 -27.795620 1.7206 0.0000 1.2845 0.0000
77902 GOODS-S 1.080 53.155870 -27.794900 0.8645 0.0830 1.0882 0.1271
78036 GOODS-S 1.200 53.143520 -27.795230 1.2626 0.0000 1.0702 1.0910
78045 GOODS-S 0.780 53.154120 -27.795090 1.0438 0.0000 1.0262 0.0000
78077 GOODS-S 0.740 53.184170 -27.792630 1.3651 0.1313 1.1563 0.0796
78104 GOODS-N 0.600 189.198800 62.252620 0.6902 11.2327 3.0392 18.1437
78140 GOODS-S 1.040 53.169280 -27.794420 1.2122 0.0000 1.1099 0.2557
78170 GOODS-S 0.590 53.141930 -27.794770 1.5234 0.0000 2.0047 0.0000
78180 GOODS-N 0.780 189.215400 62.253340 1.5023 0.0000 1.0648 0.1916
78220 GOODS-N 0.940 189.191400 62.253000 0.7038 0.0000 0.6664 0.0000
78224 GOODS-S 0.670 53.156740 -27.794580 1.4098 0.0000 1.9176 0.2742
78263 GOODS-N 0.900 189.174800 62.253040 0.6973 0.0000 0.5125 0.0000
78273 GOODS-S 0.750 53.168000 -27.794650 1.1157 0.0000 1.1640 0.0000
78343 GOODS-S 1.020 53.156630 -27.794300 0.7934 0.0000 0.9328 0.3807
78345 GOODS-N 0.900 189.201400 62.253870 1.0908 0.0000 1.0306 0.0000
78349 GOODS-N 0.650 189.191700 62.253240 1.0280 0.0000 2.7623 5.9255
78360 GOODS-S 1.040 53.166210 -27.793910 1.0027 0.2257 1.0427 0.2251
78415 GOODS-S 0.660 53.169480 -27.791940 1.2707 0.1521 1.7261 0.1386
78417 GOODS-S 1.170 53.139400 -27.794310 0.7196 0.0000 0.4780 0.8671
78527 GOODS-S 0.780 53.182200 -27.793980 1.4524 0.0000 1.0539 0.0000
78692 GOODS-S 0.610 53.183840 -27.793130 0.8828 9.4894 0.5671 24.5415
78710 GOODS-S 1.160 53.149140 -27.792980 1.3823 0.3858 1.3422 0.3251
78761 GOODS-S 1.030 53.175850 -27.793590 1.3693 0.0000 0.9218 0.0000
78771 GOODS-S 0.720 53.169750 -27.793470 0.6389 0.0000 0.7997 0.0000
78885 GOODS-S 1.080 53.167560 -27.792510 0.9644 0.2412 1.1149 0.1755
78906 GOODS-N 0.640 189.212300 62.254100 1.0365 0.9360 1.1265 1.3168
79058 GOODS-S 0.920 53.171330 -27.792940 1.2391 0.3169 1.1146 0.2256
79154 GOODS-S 0.890 53.158140 -27.792510 -0.0990 0.0182 0.0514 0.0067
79185 GOODS-N 0.850 189.165600 62.263370 1.3606 0.1451 1.6544 0.1308
79195 GOODS-N 0.940 189.211700 62.256250 1.2756 0.5069 1.4278 0.3472
79358 GOODS-S 0.600 53.166900 -27.792190 1.2807 2.4907 2.5812 4.0754
79367 GOODS-S 1.260 53.145280 -27.791870 0.7883 1.0325 0.2995 0.5949
79520 GOODS-S 0.760 53.186240 -27.791640 1.3199 0.7203 1.1598 0.4406
79581 GOODS-S 1.110 53.166180 -27.787520 0.9148 0.1027 1.1222 0.0930
79645 GOODS-S 0.630 53.172750 -27.791500 0.8015 0.1917 1.1146 0.6273
79756 GOODS-S 1.140 53.151460 -27.791100 1.3807 0.0000 1.9654 1.0300
79891 GOODS-S 0.950 53.156590 -27.791220 1.1120 0.0000 1.1077 0.0000
79895 GOODS-S 0.670 53.155840 -27.790460 1.4072 0.0000 1.9474 0.0000
79903 GOODS-N 0.680 189.189300 62.256530 1.1011 0.1693 1.2811 0.1325
79928 GOODS-N 0.880 189.181400 62.259080 1.1040 0.1692 1.0821 0.1152
79986 GOODS-N 0.830 189.205800 62.256450 1.1159 0.0000 1.2919 0.0000
80058 GOODS-S 0.820 53.155010 -27.790440 0.6530 0.0000 0.8815 0.0000
80076 GOODS-S 1.220 53.174410 -27.789400 1.7351 0.9204 1.5936 0.6196
80090 GOODS-N 0.610 189.185200 62.256270 0.8952 1.4937 0.5694 0.7140
80098 GOODS-N 0.800 189.201800 62.256460 1.0067 0.0000 1.3336 0.0000
80115 GOODS-S 0.600 53.168010 -27.789670 1.1574 0.2621 1.2435 0.1921
80214 GOODS-S 1.270 53.145080 -27.789440 1.1963 0.4131 0.6861 0.2153
80255 GOODS-S 0.950 53.184820 -27.789930 1.1633 0.0000 1.1264 0.0000
80297 GOODS-S 1.070 53.142730 -27.790020 0.7770 0.6006 0.9094 0.4520
80411 GOODS-N 0.840 189.193300 62.258160 1.3740 0.2323 1.7019 0.1756
80434 GOODS-S 1.080 53.160580 -27.789730 0.9965 1.2631 1.1747 0.8176
80446 GOODS-S 0.660 53.169700 -27.790060 1.7146 0.0000 1.8973 0.9538
80500 GOODS-S 0.660 53.147180 -27.788480 1.0913 0.0000 1.3270 0.0000
80543 GOODS-S 1.110 53.161050 -27.788340 1.1168 1.2025 1.2579 0.8026
80618 GOODS-S 0.710 53.162520 -27.789650 1.1141 0.0000 1.4193 0.0000
80645 GOODS-N 0.640 189.196000 62.258450 0.9557 0.2418 1.1148 0.2008
80662 GOODS-S 0.640 53.153270 -27.789670 11.5827 0.0000 1.5613 0.6169
80892 GOODS-S 1.070 53.157380 -27.789220 1.0610 0.0000 1.1497 0.6835
81011 GOODS-S 0.930 53.160350 -27.784000 1.2864 0.1357 1.4467 0.1082
81021 GOODS-S 1.090 53.174030 -27.788010 1.1621 0.3247 1.3493 0.2486
81024 GOODS-N 0.820 189.170400 62.259530 1.4474 0.0000 2.0273 0.1904
81277 GOODS-S 0.680 53.161170 -27.787850 0.9722 0.6947 1.2648 0.5956
81296 GOODS-S 1.020 53.134670 -27.788440 1.1971 0.0000 1.3139 0.0000
81306 GOODS-S 0.690 53.157230 -27.785260 1.1680 0.4284 1.5425 0.3872
81328 GOODS-S 1.050 53.181120 -27.786920 1.4351 0.5330 1.2617 0.3296
81384 GOODS-S 0.690 53.136200 -27.786680 1.2880 0.0000 1.6458 0.0000
81609 GOODS-S 1.030 53.164100 -27.787290 0.9746 0.0000 0.9279 0.0000
81636 GOODS-S 1.220 53.139400 -27.786770 1.3417 0.5308 1.3773 0.3946
81855 GOODS-S 0.580 53.166060 -27.786880 0.7573 2.1610 1.4225 2.0343
81926 GOODS-S 1.280 53.147120 -27.787110 1.1648 0.9997 0.5028 0.5309
81946 GOODS-N 0.860 189.215600 62.259880 1.1843 0.0000 1.2593 0.6929
81973 GOODS-S 1.120 53.160960 -27.786500 1.1900 0.5590 1.4755 0.3965
81988 GOODS-N 0.660 189.170000 62.259620 1.0137 0.5433 1.3078 0.5627
82009 GOODS-N 0.600 189.182600 62.260220 0.9555 0.7568 0.9764 0.5082
82035 GOODS-N 0.610 189.185600 62.259660 1.2741 1.6695 0.6203 0.6857
82075 GOODS-S 0.820 53.143230 -27.786830 1.4437 0.0000 1.4113 0.0000
82112 GOODS-S 0.690 53.135040 -27.786800 1.2404 0.0000 1.1718 0.0000
82141 GOODS-N 0.950 189.195300 62.261370 1.1529 0.1349 1.1931 0.0990
82239 GOODS-S 1.090 53.165990 -27.786630 1.1319 1.5857 0.6362 1.1992
82267 GOODS-N 0.920 189.207800 62.261710 1.1678 0.2360 1.3244 0.1851
82298 GOODS-S 0.570 53.179040 -27.786110 1.0923 0.5638 1.5550 0.6728
82307 GOODS-S 0.610 53.163480 -27.786640 0.7820 0.0000 0.7992 0.0000
82314 GOODS-S 1.000 53.160480 -27.786300 1.0519 0.0000 1.0330 0.0000
82356 GOODS-S 1.130 53.145600 -27.786090 0.9796 0.0000 1.2568 0.5277
82368 GOODS-N 1.230 189.167200 62.261010 1.3394 0.6098 1.4272 0.4848
82382 GOODS-N 0.590 189.173800 62.262070 0.6679 0.0000 0.9283 0.3010
82391 GOODS-N 0.860 189.207800 62.260230 1.1803 0.0000 1.2697 0.0000
82400 GOODS-N 0.670 189.183900 62.260130 1.0907 0.0000 1.2644 0.0000
82480 GOODS-N 1.270 189.193300 62.260710 1.3386 0.9542 0.7782 0.4332
82523 GOODS-N 0.960 189.207700 62.260730 1.2412 0.3872 0.9487 0.2673
82693 GOODS-N 0.850 189.206700 62.260700 1.1216 0.0000 0.9962 0.0000
82729 GOODS-S 0.990 53.147430 -27.784520 0.9319 0.0000 1.0302 0.0000
82799 GOODS-N 0.950 189.167100 62.261390 1.0062 0.2643 1.0050 0.2712
83248 GOODS-S 0.630 53.161630 -27.780250 1.3795 0.1829 1.5978 0.1463
83293 GOODS-S 1.190 53.138220 -27.784350 1.5109 1.2569 1.1519 0.9502
83432 GOODS-N 0.930 189.206800 62.262890 1.3666 0.4805 1.3040 0.3598
83434 GOODS-N 0.870 189.179300 62.262650 1.4375 0.0000 1.4375 0.0000
83479 GOODS-S 1.090 53.165890 -27.781540 0.9475 0.1585 1.1303 0.1257
83503 GOODS-N 0.860 189.202500 62.264710 1.3149 0.1369 1.5975 0.1192
83628 GOODS-N 0.870 189.207400 62.263380 1.2499 0.3593 1.4336 0.4135
83686 GOODS-S 0.850 53.151840 -27.782860 1.0850 0.0000 1.2102 0.0000
83735 GOODS-S 1.110 53.178230 -27.783070 0.9229 0.1503 1.0219 0.1321
83749 GOODS-S 0.680 53.154010 -27.783810 1.3596 0.0000 0.8387 0.0000
83789 GOODS-S 0.760 53.152780 -27.782710 1.2033 0.0000 0.9526 0.0000
83804 GOODS-S 1.060 53.184570 -27.783330 0.6549 0.0000 0.7962 0.0000
83834 GOODS-S 0.610 53.158180 -27.781090 1.0815 0.1280 1.1500 0.0946
83883 GOODS-S 1.260 53.190350 -27.782000 1.3702 0.5310 0.7244 0.2628
83975 GOODS-S 0.630 53.172610 -27.780970 1.1500 0.1397 1.2743 0.1138
83999 GOODS-N 0.890 189.327900 62.263970 1.2636 0.2529 1.2818 0.1971
84028 GOODS-N 0.830 189.207100 62.263040 1.3521 0.0000 1.4908 0.0000
84033 GOODS-N 0.730 189.190000 62.263300 1.3792 0.0000 1.2943 0.0000
84077 GOODS-N 0.940 189.308600 62.263780 1.1055 0.1555 1.0542 0.1166
84143 GOODS-N 0.910 189.208300 62.263900 1.2520 0.0000 1.0426 0.0000
84173 GOODS-S 0.720 53.170680 -27.781970 1.4607 0.0000 1.2287 0.0000
84197 GOODS-S 0.920 53.151860 -27.781970 1.1402 0.1965 1.1295 0.2034
84233 GOODS-N 0.930 189.209300 62.263160 2.2478 0.0000 1.4761 0.0000
84321 GOODS-N 0.640 189.204000 62.263310 1.9236 0.0000 0.8961 0.7897
84467 GOODS-N 0.610 189.167500 62.264020 0.9734 0.0000 0.9576 0.2316
84478 GOODS-S 0.730 53.139280 -27.780670 1.3408 0.1015 1.2295 0.1163
84502 GOODS-N 0.950 189.169100 62.263580 0.7908 0.0000 0.9335 0.0000
84543 GOODS-N 0.910 189.165700 62.264270 1.1211 0.0000 1.3222 0.0000
84551 GOODS-N 0.810 189.331100 62.263960 2.5442 0.0000 3.7832 0.0000
84577 GOODS-N 0.900 189.334500 62.263940 0.7416 0.0000 1.6779 0.0000
84617 GOODS-N 0.890 189.174400 62.264940 1.2516 0.0000 1.1923 0.0000
84625 GOODS-S 0.640 53.160820 -27.775380 1.1500 0.1473 1.2491 0.1091
84626 GOODS-N 0.920 189.198100 62.264820 0.9717 0.3077 0.9923 0.2276
84649 GOODS-N 0.840 189.167000 62.266240 1.4227 0.2690 1.7010 0.1890
84715 GOODS-N 0.780 189.323400 62.265320 1.3631 0.5373 1.1340 0.3032
84974 GOODS-N 0.890 189.293500 62.265030 1.0770 0.0000 1.0447 0.0000
84991 GOODS-S 0.730 53.174430 -27.780860 1.4629 0.5458 1.4424 0.3882
85002 GOODS-N 0.870 189.162400 62.264820 1.6958 0.0000 2.0797 0.0000
85023 GOODS-N 0.820 189.205400 62.265100 1.1849 0.0000 1.5665 0.0000
85073 GOODS-N 0.970 189.166000 62.267140 1.1472 0.2656 1.4549 0.2375
85100 GOODS-N 1.020 189.310000 62.264850 1.2124 0.0000 1.3512 0.2490
85141 GOODS-N 0.610 189.311700 62.264780 1.0342 0.0000 1.0616 0.2515
85298 GOODS-S 1.310 53.179060 -27.780520 1.1519 0.4547 0.2978 0.1336
85356 GOODS-N 0.840 189.162200 62.266080 1.3580 0.2616 1.6335 0.2011
85372 GOODS-N 1.140 189.178800 62.265800 1.0486 1.7192 1.9484 1.3509
85374 GOODS-S 0.950 53.140450 -27.780920 1.1116 0.0000 1.0295 0.0000
85385 GOODS-N 0.880 189.209600 62.265740 0.5864 0.0000 1.4020 0.0000
85399 GOODS-N 0.870 189.295900 62.266110 1.0550 0.9271 1.5971 1.0441
85410 GOODS-N 0.750 189.317700 62.265320 1.2734 0.1530 0.9953 0.1454
85489 GOODS-N 0.850 189.168500 62.267360 1.8012 0.0000 1.9227 0.0000
85517 GOODS-S 0.880 53.176320 -27.780850 2.7841 0.0000 1.4194 0.0000
85552 GOODS-S 0.910 53.179270 -27.780250 1.4590 0.0000 1.6359 0.0000
85556 GOODS-N 0.930 189.180500 62.265660 0.9909 0.0000 0.7624 0.0000
85692 GOODS-S 0.690 53.173770 -27.780430 0.9740 0.0000 1.1669 0.0000
85748 GOODS-S 0.690 53.184170 -27.779740 0.9476 0.0000 1.4243 0.0000
85844 GOODS-S 1.030 53.162480 -27.780360 1.1079 0.0000 3.3729 0.0000
85861 GOODS-S 1.210 53.156510 -27.779650 0.7280 3.0897 0.5343 1.5195
85879 GOODS-N 1.160 189.183600 62.266480 0.8819 0.6422 1.1304 0.5133
85918 GOODS-S 0.920 53.164890 -27.778750 0.9148 0.0000 0.9873 0.0000
86051 GOODS-S 0.650 53.169920 -27.771020 1.0841 0.1104 1.3364 0.0907
86109 GOODS-S 0.690 53.172260 -27.779500 0.9182 0.0000 1.1645 0.0000
86184 GOODS-S 1.080 53.147080 -27.778430 0.9052 0.0000 0.9521 0.1996
86234 GOODS-N 0.930 189.180100 62.267880 1.1801 0.0000 1.5001 0.6128
86297 GOODS-N 0.570 189.209400 62.267120 1.4770 0.0000 3.1727 0.0000
86435 GOODS-S 1.280 53.157210 -27.778520 1.2567 0.6863 0.5804 0.2678
86604 GOODS-S 1.090 53.145220 -27.777900 0.9752 0.1914 1.2067 0.1459
86697 GOODS-N 0.670 189.312400 62.267870 0.8744 0.4216 1.0560 0.3113
86719 GOODS-S 1.060 53.172990 -27.777860 0.8541 0.2425 1.1041 0.1898
86941 GOODS-N 0.840 189.193500 62.268590 1.7352 0.0000 2.3608 0.0000
86962 GOODS-S 1.140 53.172970 -27.778380 0.7641 3.1776 0.6230 2.6945
87195 GOODS-N 0.580 189.323600 62.268530 1.0554 0.6241 1.0408 0.4805
87202 GOODS-S 1.280 53.146430 -27.778310 0.2524 1.4097 0.3267 1.2556
87368 GOODS-N 0.820 189.163700 62.273070 1.3670 0.2936 1.8201 0.2813
87420 GOODS-S 0.730 53.151050 -27.777310 1.3331 0.0000 1.2260 0.0000
87433 GOODS-N 0.770 189.187100 62.271410 1.3492 0.1821 1.2549 0.1217
87492 GOODS-S 1.080 53.146630 -27.777490 0.6396 0.0000 0.8227 0.0000
87585 GOODS-N 0.840 189.179900 62.273720 1.3976 0.1974 1.7138 0.1764
87608 GOODS-N 0.830 189.209000 62.269520 0.8124 0.0000 0.7978 0.0000
87611 GOODS-S 1.060 53.144270 -27.777150 1.1017 0.0000 1.1419 0.0000
87619 GOODS-N 0.590 189.212200 62.269490 1.2951 1.9252 1.5082 1.4253
87634 GOODS-N 0.740 189.169000 62.270330 1.5289 0.0000 1.4646 0.0000
87658 GOODS-S 1.060 53.147770 -27.776950 1.0024 0.0000 1.1888 0.1270
87679 GOODS-S 0.840 53.157480 -27.776450 1.5666 1.0116 1.3837 0.7895
87735 GOODS-S 0.720 53.174070 -27.776990 1.1627 0.0000 1.2676 0.0000
87783 GOODS-S 1.130 53.183220 -27.775710 1.1450 0.2608 1.1998 0.2186
87823 GOODS-N 0.980 189.189700 62.270550 1.2016 0.0000 1.3226 0.0886
87827 GOODS-S 0.630 53.160160 -27.775530 1.3734 0.2725 1.6602 0.2314
87843 GOODS-S 0.950 53.152790 -27.775290 1.1469 0.1964 1.2722 0.1549
87958 GOODS-S 0.660 53.181040 -27.776170 1.1274 0.2628 1.5055 0.2315
88010 GOODS-S 1.300 53.163420 -27.776690 1.9213 2.3325 0.4012 0.7513
88045 GOODS-N 0.750 189.169400 62.270470 1.0247 0.0000 0.9991 0.0000
88056 GOODS-N 0.840 189.174400 62.270110 2.7763 0.0000 2.4376 0.0000
88069 GOODS-S 0.780 53.152070 -27.774810 1.3776 0.1872 1.2450 0.1150
88171 GOODS-N 0.740 189.296900 62.270980 1.3554 0.0000 1.1643 0.1953
88175 GOODS-N 1.050 189.194000 62.271080 1.3168 0.2713 1.2416 0.3434
88207 GOODS-N 0.610 189.179000 62.270950 0.1327 0.0000 0.2507 0.7612
88222 GOODS-S 1.110 53.149080 -27.774300 1.1311 0.2788 1.5031 0.2901
88265 GOODS-N 0.860 189.318700 62.270810 1.1177 0.0000 1.2126 0.0000
88344 GOODS-N 0.580 189.179100 62.271220 1.3812 1.8852 1.5397 1.4492
88448 GOODS-N 0.640 189.330800 62.271060 1.2143 0.9953 1.2961 0.7500
88542 GOODS-S 0.670 53.178180 -27.775900 1.0039 0.0000 1.0765 0.0000
88566 GOODS-N 0.790 189.172100 62.271770 1.2444 0.0000 1.7480 0.0000
88591 GOODS-N 0.860 189.326600 62.272060 0.8964 0.3813 1.1375 0.3355
88624 GOODS-S 0.560 53.178390 -27.775480 1.6268 1.9365 2.7579 3.2829
88679 GOODS-N 0.840 189.163400 62.273460 1.3537 0.2842 1.6189 0.2505
88768 GOODS-N 0.950 189.335000 62.273480 1.6994 0.0000 1.8101 0.7148
88772 GOODS-N 0.560 189.196600 62.272000 0.7651 2.0733 1.8352 3.6742
88791 GOODS-S 1.190 53.159360 -27.775020 1.0042 0.4900 1.0267 0.3592
88852 GOODS-S 1.310 53.147840 -27.774040 1.1848 0.4335 0.2782 0.1287
88858 GOODS-N 0.820 189.176600 62.272900 1.1999 0.2109 1.5102 0.1866
88880 GOODS-N 0.590 189.176700 62.272150 1.1711 0.0000 1.3105 0.3182
88897 GOODS-N 0.570 189.335100 62.271680 0.7980 0.4811 1.3127 0.6600
89030 GOODS-N 0.820 189.182100 62.273010 1.7503 2.7791 2.5346 2.6076
89063 GOODS-S 0.870 53.148000 -27.774680 1.1415 0.0000 1.2092 0.0000
89122 GOODS-S 0.760 53.151940 -27.774490 1.2732 0.3694 1.0273 0.1934
89189 GOODS-N 0.620 189.192900 62.272440 0.6537 0.0000 0.8410 0.0000
89211 GOODS-S 1.320 53.153800 -27.774590 1.0016 0.8449 0.2648 0.2164
89239 GOODS-N 0.870 189.176400 62.273230 1.9872 2.1855 1.8838 1.3931
89383 GOODS-N 1.050 189.294300 62.273350 1.2357 0.5284 1.1136 0.3524
89509 GOODS-N 0.560 189.333200 62.272900 1.2791 1.0453 2.6595 1.9273
89514 GOODS-N 0.830 189.180500 62.274220 1.2954 0.2197 1.7271 0.1761
89683 GOODS-N 0.650 189.309600 62.273180 0.8538 0.0000 1.2327 0.0000
89845 GOODS-N 0.920 189.335800 62.274980 1.1276 0.1296 1.1235 0.0954
89877 GOODS-N 1.060 189.283400 62.273850 0.9159 0.8359 0.9486 0.6978
89993 GOODS-N 0.920 189.179400 62.275610 1.1596 0.1406 1.1442 0.1055
90064 GOODS-N 0.790 189.170600 62.274600 0.9110 0.0000 1.3307 0.0000
90078 GOODS-S 0.620 53.145650 -27.773430 1.0502 0.0000 1.2137 0.0000
90082 GOODS-N 0.710 189.169900 62.274590 1.0427 0.0000 1.3526 0.0000
90095 GOODS-N 0.840 189.185800 62.274220 1.5209 0.0000 1.9561 0.0000
90143 GOODS-N 1.010 189.329500 62.275050 1.7946 2.1201 1.6056 1.5525
90145 GOODS-N 0.850 189.211000 62.274810 0.9867 0.0000 0.9765 0.0819
90194 GOODS-N 0.710 189.287400 62.275100 0.9840 0.0000 1.2346 0.0000
90198 GOODS-S 0.830 53.184490 -27.772240 1.2833 0.0000 1.4909 0.0000
90246 GOODS-S 0.600 53.151220 -27.772840 1.0191 0.6674 1.2176 0.4375
90248 GOODS-N 0.890 189.174700 62.274460 0.8802 0.0000 1.0255 0.0000
90321 GOODS-S 1.160 53.189930 -27.772200 0.9852 0.3575 0.8672 0.4884
90325 GOODS-S 0.680 53.178380 -27.768230 1.1447 0.1147 1.4777 0.0997
90359 GOODS-N 0.650 189.211900 62.274700 0.5058 2.1175 0.8229 1.1475
90491 GOODS-S 1.280 53.146180 -27.771030 1.2766 0.4396 0.6552 0.2044
90517 GOODS-N 0.880 189.213700 62.274670 1.6269 0.0000 1.5726 0.0000
90526 GOODS-N 0.890 189.177200 62.276190 1.0678 0.0000 1.0643 0.0892
90546 GOODS-S 1.090 53.154980 -27.768910 1.2119 0.1491 1.6341 0.1439
90557 GOODS-N 0.840 189.314400 62.275800 1.0633 0.1415 1.1712 0.1129
90740 GOODS-S 0.840 53.153970 -27.770980 1.0715 0.0000 1.1419 0.0000
90791 GOODS-S 0.660 53.114950 -27.767560 1.1703 0.1467 1.5467 0.1301
90809 GOODS-S 1.060 53.187140 -27.772070 1.0112 0.0000 1.0111 0.0000
90879 GOODS-N 1.000 189.176000 62.276500 1.1404 0.2887 1.1373 0.2642
90907 GOODS-N 0.620 189.187500 62.275620 1.5625 1.2053 1.3384 1.2796
90936 GOODS-S 0.910 53.184360 -27.772150 0.8280 0.0000 1.5448 0.0000
91095 GOODS-S 1.000 53.136310 -27.763180 1.1944 0.1195 1.4380 0.1020
91139 GOODS-S 0.990 53.158740 -27.770520 1.1580 0.1881 1.3107 0.1246
91148 GOODS-N 0.840 189.167200 62.276960 1.1854 0.0000 1.4169 0.0826
91162 GOODS-N 0.880 189.176400 62.276070 1.2901 1.1415 1.1432 0.6702
91367 GOODS-N 0.940 189.174000 62.276440 0.9031 0.0000 1.0470 0.0000
91377 GOODS-N 1.070 189.318600 62.278550 1.3033 0.8663 1.5578 0.8185
91382 GOODS-S 1.070 53.162460 -27.770910 0.7551 0.0000 1.0614 0.4167
91414 GOODS-S 0.600 53.143250 -27.771260 1.2009 0.0000 1.3685 0.0000
91429 GOODS-S 1.190 53.147810 -27.771370 1.9300 0.0000 1.0751 1.1843
91469 GOODS-N 0.670 189.210300 62.276680 2.3259 8.2092 1.6967 3.7555
91472 GOODS-S 1.310 53.166330 -27.768590 1.3555 0.3257 0.3579 0.1062
91474 GOODS-N 1.180 189.285100 62.277610 1.2165 0.5048 1.4948 0.4510
91517 GOODS-S 0.990 53.138050 -27.768910 1.2204 0.0000 1.4640 0.0000
91584 GOODS-S 0.630 53.172100 -27.770380 1.1831 0.0000 1.4419 0.0000
91587 GOODS-N 0.720 189.303600 62.276550 0.9081 0.3769 1.4548 1.3512
91611 GOODS-N 0.820 189.169400 62.276710 1.5087 0.0000 2.1476 0.0000
91612 GOODS-N 1.190 189.298300 62.278000 1.3361 0.2730 1.3336 0.2098
91651 GOODS-S 1.010 53.137570 -27.763180 1.1794 0.1902 1.4017 0.1587
91695 GOODS-N 0.960 189.175500 62.277400 1.0015 0.0000 1.0146 0.3371
91697 GOODS-N 1.290 189.298600 62.277510 0.9768 3.4716 0.4651 1.6901
91724 GOODS-N 1.000 189.338400 62.278290 1.1782 1.1076 1.0818 0.8107
91795 GOODS-N 0.810 189.176600 62.277440 -17.4341 0.0000 15.8586 0.0000
91869 GOODS-S 1.180 53.155930 -27.770070 1.1692 0.3429 1.3390 0.4935
91947 GOODS-N 0.840 189.168600 62.278350 1.0787 0.0000 1.1783 0.0000
91951 GOODS-N 0.990 189.333500 62.277310 1.3657 0.0000 0.9912 0.0000
92025 GOODS-S 1.050 53.161120 -27.770340 0.6789 0.0000 0.7316 0.0000
92233 GOODS-N 0.880 189.180700 62.278460 1.1588 0.0000 1.2495 0.1008
92248 GOODS-S 0.610 53.146360 -27.770090 1.0199 0.0000 0.9239 0.0000
92316 GOODS-N 0.950 189.330900 62.280270 0.9520 0.2397 0.9658 0.2622
92376 GOODS-S 1.080 53.160180 -27.769310 0.9469 0.0000 0.9877 0.3309
92399 GOODS-S 0.830 53.144930 -27.769310 1.7447 0.0000 0.8011 0.0000
92450 GOODS-N 1.060 189.337600 62.278500 0.8803 0.6239 0.9381 0.4255
92455 GOODS-S 0.710 53.118450 -27.767900 1.2505 0.0000 1.5235 0.0000
92468 GOODS-S 0.720 53.153530 -27.769440 1.2263 0.0000 1.0543 0.0000
92495 GOODS-S 1.110 53.157360 -27.768280 0.9964 0.5050 1.1663 0.4515
92509 GOODS-N 1.040 189.168100 62.279850 1.1661 0.5788 1.1268 0.4498
92535 GOODS-N 0.830 189.176800 62.279260 1.2069 0.1387 1.3714 0.1201
92603 GOODS-N 0.610 189.313600 62.279800 0.8783 0.3827 0.8647 0.2465
92715 GOODS-S 0.820 53.189350 -27.769280 0.8558 0.0000 1.0913 0.0000
92755 GOODS-S 1.240 53.098380 -27.766940 1.2989 0.6420 1.2214 0.4556
92859 GOODS-N 0.890 189.167000 62.281340 1.1677 0.0000 1.3259 0.1986
92860 GOODS-S 0.730 53.161500 -27.767620 1.3693 0.0000 1.1875 0.0000
92959 GOODS-S 0.900 53.130690 -27.767590 1.2312 0.0000 0.9952 0.0000
92989 GOODS-N 0.630 189.288800 62.279690 1.0084 0.0000 1.1771 0.0000
93012 GOODS-N 0.920 189.175000 62.280090 1.1402 0.4254 1.1261 0.2867
93025 GOODS-N 1.000 189.330200 62.279860 1.0864 0.0000 1.2237 0.0000
93092 GOODS-N 0.570 189.307500 62.279720 0.3277 1.5521 0.6436 1.6712
93102 GOODS-S 1.230 53.100470 -27.767590 1.2257 0.4215 1.2158 0.3173
93128 GOODS-S 0.940 53.108280 -27.767810 1.0898 0.3286 1.0733 0.1985
93137 GOODS-N 0.800 189.179500 62.280260 -1.7127 0.0000 -0.5151 0.0000
93154 GOODS-N 0.690 189.187100 62.279940 1.6373 0.0000 1.6157 0.0000
93198 GOODS-S 0.700 53.153620 -27.767820 0.9481 0.0000 1.2845 0.0000
